Ticker,Name,Last,MktCap,PeriodDateQ,SectorCode,IndCode
MSSV,Meso Numismatics Inc,0.2,1.83,N/A,N/A,N/A
MTB,M&T Bank Corp,155.27,19926.26,N/A,N/A,N/A
MTC,Mmtec Inc,3.9,78.27,N/A,N/A,N/A
MTG,MGIC Investment Corp,12.65,4282.95,N/A,N/A,N/A
MTLK,Metalink Ltd,1.08,2.91,N/A,N/A,N/A
MTR,Mesa Royalty Trust,5.22,9.73,N/A,N/A,N/A
MUFG,Mitsubishi UFJ Financial Group,5.47,70260.29,N/A,N/A,N/A
MURGY,Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft In Muenchen,28.88,40453.56,N/A,N/A,N/A
MVBF,MVB Financial Corp,31.5,363.07,N/A,N/A,N/A
MVLY,Mission Valley Bancorp,11.7,37.83,N/A,N/A,N/A
MVO,MV Oil Trust,4.4,50.6,N/A,N/A,N/A
MYBF,Muncy Bank Financial Inc,38.5,58.97,N/A,N/A,N/A
MYFW,First Western Financial Inc,18.56,147.58,N/A,N/A,N/A
NABZY,National Australia Bank Ltd,9.71,63785.77,N/A,N/A,N/A
NACB,National Capital Bank/WA,174.4,49.89,N/A,N/A,N/A
NASB,NASB Financial Inc,72.4,536.35,N/A,N/A,N/A
NAVI,Navient Corp,12.24,2288.88,N/A,N/A,N/A
NBHC,National Bank Holdings Corp,37.78,1157.36,N/A,N/A,N/A
NBN,Northeast Bank,26.94,226.02,N/A,N/A,N/A
NBTB,NBT Bancorp Inc,36.53,1593.12,N/A,N/A,N/A
NCBS,Nicolet Bankshares Inc,75,750.82,N/A,N/A,N/A
NDAQ,Nasdaq Inc,141.62,23228.61,N/A,N/A,N/A
NDBKY,Nedbank Group Ltd,9.1,4403.49,N/A,N/A,N/A
NDEV,Novus Acquisition & Development Corp,0.09,9.59,N/A,N/A,N/A
NECB,Northeast Community Bancorp Inc,15,183.36,N/A,N/A,N/A
NEFB,Neffs Bancorp Inc/PA,700,124.9,N/A,N/A,N/A
NETE,Net Element Inc,13.08,63.23,N/A,N/A,N/A
NEWT,Newtek Business Services Corp,21.98,471.14,N/A,N/A,N/A
NFBK,Northfield Bancorp Inc,13.77,731.26,N/A,N/A,N/A
NHLD,National Holdings Corp,3.24,44.6,N/A,N/A,N/A
NICK,Nicholas Financial Inc,10.76,83.13,N/A,N/A,N/A
NIDB,Northeast Indiana Bancorp Inc,40,48.41,N/A,N/A,N/A
NIMU,Non Invasive Monitor,0.04,5.42,N/A,N/A,N/A
NKSH,National Bankshares Inc,33.1,212.9,N/A,N/A,N/A
NLY,Annaly Capital Management Inc,8.36,11689.29,N/A,N/A,N/A
NMFC,New Mountain Finance Corp,12.24,1185.17,N/A,N/A,N/A
NMIH,NMI Holdings Inc,23.1,1967.27,N/A,N/A,N/A
NMR,Nomura Holdings Inc,6.08,18600.5,N/A,N/A,N/A
NNGRY,NN Group N.V.,22.84,15089.08,N/A,N/A,N/A
NNI,Nelnet Inc.,72.22,2768.57,N/A,N/A,N/A
NOAH,Noah Holdings Ltd,48.68,2190.86,N/A,N/A,N/A
NODK,NI Holdings Inc,17.27,368.65,N/A,N/A,N/A
NPPTF,Neptune Dash Technologies Corp,0.38,32.63,N/A,N/A,N/A
NRDBY,Nordea Bank Abp,9.13,36960.3,N/A,N/A,N/A
NREF,NexPoint Real Estate Finance Inc,19.39,101.54,N/A,N/A,N/A
NRIM,Northrim BanCorp Inc,35.99,224.97,N/A,N/A,N/A
NRT,North European Oil Royalty Trust,4,36.76,N/A,N/A,N/A
NRZ,New Residential Investment Corp,9.94,4122.56,N/A,N/A,N/A
NSCO,Nesco Holdings Inc,8.26,405.02,N/A,N/A,N/A
NSEC,National Security Group Inc,11.61,29.38,N/A,N/A,N/A
NTB,Bank Butterfield & Son Ltd,34.28,1693.43,N/A,N/A,N/A
NTIOF,National Bank of Canada,59.82,20099.38,N/A,N/A,N/A
NTRS,Northern Trust Corp,97.63,20335.25,N/A,N/A,N/A
NTXFY,Natixis,49.28,15532.11,N/A,N/A,N/A
NUBC,Northumberland Bancorp,30.65,40.7,N/A,N/A,N/A
NUVCF,Nuvei Corp,58,7624.67,N/A,N/A,N/A
NVGT,Novagant Corp,0.09,5.51,N/A,N/A,N/A
NWBI,Northwest Bancshares Inc,14.18,1801.14,N/A,N/A,N/A
NWFL,Norwood Financial Corp.,24,197.43,N/A,N/A,N/A
NWG,NatWest Group plc,5.08,30767.44,N/A,N/A,N/A
NWIN,Northwest Indiana Bancorp,40.75,141.12,N/A,N/A,N/A
NWLI,National Western Life Group Inc,208.08,735.78,N/A,N/A,N/A
NWPP,New Peoples Bankshares Inc,1.9,45.45,N/A,N/A,N/A
NWYF,Northway Financial Inc,27.9,76.77,N/A,N/A,N/A
NYCB,New York Community Bancorp Inc.,12.1,5613.21,N/A,N/A,N/A
NYMT,New York Mortgage Trust Inc,4.16,1571.42,N/A,N/A,N/A
OBNK,Origin Bancorp Inc,34.29,806.03,N/A,N/A,N/A
OCBI,Orange County Bancorp Inc,29.25,131.13,N/A,N/A,N/A
OCFC,OceanFirst Financial Corp.,21.61,1305.07,N/A,N/A,N/A
OCN,Ocwen Financial Corp,29.78,258.26,N/A,N/A,N/A
OCSI,Oaktree Strategic Income Corp,8.29,244.28,N/A,N/A,N/A
OCSL,Oaktree Specialty Lending Corp,6.17,869.73,N/A,N/A,N/A
OFED,Oconee Federal Financial Corp,23,128.3,N/A,N/A,N/A
OFG,OFG Bancorp,19.19,985.3,N/A,N/A,N/A
OFS,OFS Capital Corporation,7.56,101.35,N/A,N/A,N/A
OMF,OneMain Holdings Inc,49.39,6635.14,N/A,N/A,N/A
ONB,Old National Bancorp,18.45,3051.85,N/A,N/A,N/A
ONEXF,ONEX Corp,56.99,5153.58,N/A,N/A,N/A
OPBK,OP Bancorp,9.59,144.01,N/A,N/A,N/A
OPHC,OptimumBank Holdings Inc,4.51,13.31,N/A,N/A,N/A
OPOF,Old Point Financial Corp,19.02,98.8,N/A,N/A,N/A
OPRT,Oportun Financial Corp,16.47,454.29,N/A,N/A,N/A
OPY,Oppenheimer Holdings Inc,37.64,470.65,N/A,N/A,N/A
ORBN,Oregon Bancorp Inc,54.01,125.36,N/A,N/A,N/A
ORC,Orchid Island Capital Inc,5.75,398.45,N/A,N/A,N/A
ORCC,Owl Rock Capital Corp,13.87,5384.72,N/A,N/A,N/A
ORI,Old Republic International Corp,20.07,6102.54,N/A,N/A,N/A
ORPB,Oregon Pacific Bancorp,6.1,42.75,N/A,N/A,N/A
ORRF,Orrstown Financial Services Inc,18.77,210.25,N/A,N/A,N/A
OSBC,Old Second Bancorp Inc,11.55,338.75,N/A,N/A,N/A
OTCM,OTC Markets Group Inc,39.15,456.78,N/A,N/A,N/A
OTPGF,OTP Bank PLC,22.31,12295.83,N/A,N/A,N/A
OTTW,Ottawa Bancorp Inc,14.95,44.17,N/A,N/A,N/A
OVBC,Ohio Valley Banc Corp.,27,129.26,N/A,N/A,N/A
OVCHY,Oversea-Chinese Banking Corp Ltd,16.07,35396.12,N/A,N/A,N/A
OVLY,Oak Valley Bancorp,15.75,129.45,N/A,N/A,N/A
OWVI,One World Ventures Inc,0.03,25.35,N/A,N/A,N/A
OXBC,Oxford Bank Corp,26.25,60.73,N/A,N/A,N/A
OXBR,Oxbridge Re Holdings Ltd,3.56,20.41,N/A,N/A,N/A
OXSQ,Oxford Square Capital Corp,3.95,195.88,N/A,N/A,N/A
OZK,Bank OZK,41.41,5356.4,N/A,N/A,N/A
PACW,PacWest Bancorp,37.61,4453.58,N/A,N/A,N/A
PAE,PAE Incorporated,8.54,786.03,N/A,N/A,N/A
PAGS,PagSeguro Digital Ltd,58.35,19186.83,N/A,N/A,N/A
PAX,Patria Investments Ltd,19.61,2620.88,N/A,N/A,N/A
PAYA,Paya Holdings Inc,12.2,540.31,N/A,N/A,N/A
PAYS,Paysign Inc,4.97,246.44,N/A,N/A,N/A
PB,Prosperity Bancshares Inc,74.31,6878.95,N/A,N/A,N/A
PBAM,Private Bancorp of America Inc,20,112.01,N/A,N/A,N/A
PBCO,Peoples Bank of Commerce Medford Oregon,13.95,49.64,N/A,N/A,N/A
PBCRY,PT Bank Central Asia TBK,60.13,59301.22,N/A,N/A,N/A
PBCT,People's United Financial Inc,18.02,7652.73,N/A,N/A,N/A
PBFS,Pioneer Bancorp Inc,10.76,269.52,N/A,N/A,N/A
PBHC,Pathfinder Bancorp Inc,14.25,64.57,N/A,N/A,N/A
PBIP,Prudential Bancorp Inc,13.76,110.04,N/A,N/A,N/A
PBNK,Pinnacle Bank of California,10.9,57.64,N/A,N/A,N/A
PBT,Permian Basin Royalty Trust,4.4,205.08,N/A,N/A,N/A
PCB,PCB Bancorp,13.76,211.71,N/A,N/A,N/A
PCLB,Pinnacle Bancshares Inc.,30.02,29.22,N/A,N/A,N/A
PCSB,PCSB Financial Corp,16.14,259.82,N/A,N/A,N/A
PDLB,PDL Community Bancorp,10.48,173.69,N/A,N/A,N/A
PEBC,Peoples Bancorp Inc/MD,26.08,20.33,N/A,N/A,N/A
PEBK,Peoples Bancorp of North Carolina Inc.,23.22,134.39,N/A,N/A,N/A
PEBO,Peoples Bancorp Inc,31.82,620.72,N/A,N/A,N/A
PERS,SandRidge Permian Trust,0.47,24.57,N/A,N/A,N/A
PFBC,Preferred Bank of Los Angeles,55.3,825.73,N/A,N/A,N/A
PFBI,Premier Financial Bancorp Inc,15.58,228.61,N/A,N/A,N/A
PFBX,Peoples Financial Corp/MS,15.65,76.35,N/A,N/A,N/A
PFC,Premier Financial Corp,30.08,1121.71,N/A,N/A,N/A
PFG,Principal Financial Group Inc.,59.58,16283.21,N/A,N/A,N/A
PFHD,Professional Holding Corp,15.92,215.49,N/A,N/A,N/A
PFIS,Penseco Financial Services Corp,40.4,291.49,N/A,N/A,N/A
PFLC,Pacific Financial Corp,10.88,113.53,N/A,N/A,N/A
PFLT,PennantPark Floating Rate Capital Ltd,11.96,463.71,N/A,N/A,N/A
PFMT,Performant Financial Corp,1.42,77.72,N/A,N/A,N/A
PFOH,Perpetual Federal Savings Bank,25.5,62.99,N/A,N/A,N/A
PFS,Provident Financial Services Inc.,19.79,1535.92,N/A,N/A,N/A
PFSI,PennyMac Financial Services Inc,61.45,4357.15,N/A,N/A,N/A
PFX,PhenixFIN Corp,30.82,83.96,N/A,N/A,N/A
PGC,Peapack-Gladstone Financial Corp,27.54,522.56,N/A,N/A,N/A
PGR,Progressive Corp (The),87.79,51409.82,N/A,N/A,N/A
PHBI,Pharmagreen Biotech Inc,0.04,4.22,N/A,N/A,N/A
PHCF,Puhui Wealth Investment Management Co Ltd,4.55,52.36,N/A,N/A,N/A
PIAC,Princeton Capital Corp,0.12,14.46,N/A,N/A,N/A
PIOE,P10 Holdings Inc,6.44,574.32,N/A,N/A,N/A
PIPR,Piper Sandler Cos,107.99,1490.26,N/A,N/A,N/A
PJT,PJT Partners Inc,70.59,1679.87,N/A,N/A,N/A
PKBK,Parke Bancorp Inc,18.73,221.99,N/A,N/A,N/A
PKIN,Pekin Life Insurance Co,12,204.82,N/A,N/A,N/A
PKKW,Parkway Acquisition Corp,10,60.61,N/A,N/A,N/A
PKLBF,Perk Labs Inc,0.13,18.11,N/A,N/A,N/A
PLBC,Plumas Bancorp,25.02,129.65,N/A,N/A,N/A
PLBN,Pilot Bancshares Inc,3.5,53.81,N/A,N/A,N/A
PLMR,Palomar Holdings Inc,92,2347.74,N/A,N/A,N/A
PMBC,Pacific Mercantile Bancorp,7.29,172.47,N/A,N/A,N/A
PMHG,Prime Meridian Holding Co,17.65,55.06,N/A,N/A,N/A
PMT,PennyMac Mortgage Investment Trust,19.12,1871.13,N/A,N/A,N/A
PNBK,Patriot National Bancorp Inc,9.99,39.33,N/A,N/A,N/A
PNC,The PNC Financial Services Group Inc,170.52,72300.48,N/A,N/A,N/A
PNFP,Pinnacle Financial Partners Inc,81.47,6183.57,N/A,N/A,N/A
PNGAY,Ping An Insurance Group,24.34,90622.12,N/A,N/A,N/A
PNNT,PennantPark Investment Corp,5.72,383.5,N/A,N/A,N/A
PNPFF,Pinetree Capital Ltd,1.64,14.83,N/A,N/A,N/A
PNXPF,Planet Ventures Inc,0.39,17.54,N/A,N/A,N/A
PPBI,Pacific Premier Bancorp Inc,39.67,3748.15,N/A,N/A,N/A
PPBN,Pinnacle Bankshares Corp,25.25,54.5,N/A,N/A,N/A
PPERY,PT Bank Mandiri (Persero) TBK,9.03,21061.01,N/A,N/A,N/A
PPHI,Positive Physicians Holdings Inc,10.89,39.37,N/A,N/A,N/A
PPLL,Peoples Ltd,70,49.05,N/A,N/A,N/A
PRA,ProAssurance Corp,23.9,1287.95,N/A,N/A,N/A
PRAA,PRA Group Inc,37.36,1702.83,N/A,N/A,N/A
PRCH,Porch Group Inc,20.71,446.56,N/A,N/A,N/A
PREKF,PrairieSky Royalty Ltd,10.19,2275.43,N/A,N/A,N/A
PRGCF,Prosper Gold Corp,1.31,10.53,N/A,N/A,N/A
PRI,Primerica Inc,144.67,5696.24,N/A,N/A,N/A
PRK,Park National Corp,123.73,2018.56,N/A,N/A,N/A
PRKI,Perk International Inc,0.02,2.2,N/A,N/A,N/A
PROS,ProSight Global Inc,12.62,548,N/A,N/A,N/A
PROV,Provident Financial Holdings Inc,16.29,121.23,N/A,N/A,N/A
PRT,PermRock Royalty Trust,4.65,56.57,N/A,N/A,N/A
PRTH,Priority Technology Holdings Inc,8.62,578.97,N/A,N/A,N/A
PRU,Prudential Financial Inc,86.11,34599,N/A,N/A,N/A
PSBQ,PSB Holdings Inc/WI,23.1,102.85,N/A,N/A,N/A
PSEC,Prospect Capital Corp,7.98,3065.1,N/A,N/A,N/A
PSTVY,Postal Savings Bank of China Corp Ltd,14.99,14878.23,N/A,N/A,N/A
PT,Pintec Technology Holdings Ltd,1.87,65.32,N/A,N/A,N/A
PTBS,Potomac Bancshares Inc,13.65,56.43,N/A,N/A,N/A
PTMN,Portman Ridge Finance Corp,2.03,89.66,N/A,N/A,N/A
PTRS,Partners Bancorp,7.02,125.03,N/A,N/A,N/A
PTVCB,Protective Insurance Corp,22.93,326.83,N/A,N/A,N/A
PUGE,Puget Technologies Inc,0.01,0.41,N/A,N/A,N/A
PUK,Prudential PLC,39.87,51778.38,N/A,N/A,N/A
PUYI,Puyi Inc,6.67,402.3,N/A,N/A,N/A
PVBC,Provident Bancorp Inc,12.41,236.38,N/A,N/A,N/A
PVBK,Pacific Valley Bank,8.9,35.22,N/A,N/A,N/A
PVL,Permianville Royalty Trust,1.57,51.81,N/A,N/A,N/A
PVNC,Prevention Insurance.com,1.1,7.96,N/A,N/A,N/A
PWBO,Pacific West Bank,14.62,38.85,N/A,N/A,N/A
PWCDF,Power Corp Of Canada,24.71,16710.17,N/A,N/A,N/A
PWOD,Penns Woods Bancorp Inc,23.3,164.32,N/A,N/A,N/A
PYPL,PayPal Holdings Inc,273.85,320952.21,N/A,N/A,N/A
PZN,Pzena Investment Management Inc,9.44,159.01,N/A,N/A,N/A
QBIEY,Qbe Insurance Group Ltd,7.5,11032.5,N/A,N/A,N/A
QBIO,Q BioMed Inc,1.1,24.94,N/A,N/A,N/A
QCAAF,Quinsam Capital Corp,0.15,16,N/A,N/A,N/A
QCRH,QCR Holdings Inc,42.63,673.8,N/A,N/A,N/A
QD,Qudian Inc,2.77,526.93,N/A,N/A,N/A
QFIN,360 Digitech Inc,28.91,3665.79,N/A,N/A,N/A
QIWI,QIWI plc,11.09,542.08,N/A,N/A,N/A
QNBC,Qnb Corp,33.45,118.77,N/A,N/A,N/A
QNTO,Quaint Oak Bancorp Inc,16,31.78,N/A,N/A,N/A
QUTIF,Questor Technology Inc,1.97,53.98,N/A,N/A,N/A
RADI,Radius Global Infrastructure Inc,13.89,830.78,N/A,N/A,N/A
RAFI,Regency Affiliates Inc,5.57,26.82,N/A,N/A,N/A
RAHGF,Roan Holdings Group Co Ltd,0.18,4.55,N/A,N/A,N/A
RAND,Rand Capital Corp,15.6,40.33,N/A,N/A,N/A
RBB,RBB Bancorp,19.45,380.56,N/A,N/A,N/A
RBCAA,Republic Bancorp Inc,43.05,890.97,N/A,N/A,N/A
RBKB,Rhinebeck Bancorp Inc,9.86,109.77,N/A,N/A,N/A
RBNC,Reliant Bancorp Inc,21.83,363.57,N/A,N/A,N/A
RC,Ready Capital Corp,13.28,719.45,N/A,N/A,N/A
RCBC,River City Bank/CA,196,238.85,N/A,N/A,N/A
RDN,Radian Group Inc,20.28,3884.76,N/A,N/A,N/A
RDNAF,Routemaster Capital,2.17,133.4,N/A,N/A,N/A
RE,Everest Re Group Ltd,241.81,9630.81,N/A,N/A,N/A
RELI,Reliance Global Group Inc,4.22,17.9,N/A,N/A,N/A
RF,Regions Financial Corp,20.71,19881.6,N/A,N/A,N/A
RGA,Reinsurance Group of America Inc.,124.32,8448.41,N/A,N/A,N/A
RGGI,Resgreen Group International Inc,0.17,8.26,N/A,N/A,N/A
RIDE,Lordstown Motors Corp,22.74,795.9,N/A,N/A,N/A
RILY,B. Riley Financial Inc,57.25,1455.96,N/A,N/A,N/A
RIOT,Riot Blockchain Inc,64.76,3168.24,N/A,N/A,N/A
RIVE,Riverview Financial Corp,9.13,84.97,N/A,N/A,N/A
RJF,Raymond James Financial Inc.,119.51,16418.16,N/A,N/A,N/A
RKFL,RocketFuel Blockchain Inc,1.8,42.91,N/A,N/A,N/A
RKSCF,Rockshield Capital Corp,0.45,20.71,N/A,N/A,N/A
RKT,Rocket Cos Inc,20.41,2354.75,N/A,N/A,N/A
RLI,RLI Corp,104.84,4732.75,N/A,N/A,N/A
RLLMF,Real Matters Inc,13.54,1140.57,N/A,N/A,N/A
RM,Regional Management Corp,31.62,345.67,N/A,N/A,N/A
RMBI,Richmond Mutual Bancorporation Inc,13,171.52,N/A,N/A,N/A
RMO,Romeo Power Inc,13.97,401.64,N/A,N/A,N/A
RMR,RMR Group Inc (The),39.32,644.68,N/A,N/A,N/A
RNDB,Randolph Bancorp Inc,19.95,102.62,N/A,N/A,N/A
RNR,RenaissanceRe Holdings Ltd,158.94,8075.84,N/A,N/A,N/A
RNST,Renasant Corp,40.16,2257.01,N/A,N/A,N/A
ROOT,Root Inc,17.33,1030.16,N/A,N/A,N/A
RPAY,Repay Holdings Corp,24.32,1728.86,N/A,N/A,N/A
RRBI,Red River Bancshares Inc,51.01,373.67,N/A,N/A,N/A
RROYF,RE Royalties Ltd,1.05,34.31,N/A,N/A,N/A
RSCZF,Global Care Capital Inc,0.16,16.43,N/A,N/A,N/A
RSI,Rush Street Interactive Inc,17.93,515.49,N/A,N/A,N/A
RSNAY,RSA Insurance Group Plc,9.49,9816.53,N/A,N/A,N/A
RSSV,Resort Savers Inc,0.13,14.78,N/A,N/A,N/A
RVSB,Riverview Bancorp Inc,5.92,132.28,N/A,N/A,N/A
RVTI,Rival Technologies Inc,0.05,2.31,N/A,N/A,N/A
RWCB,Redwood Capital Bancorp,22,42.68,N/A,N/A,N/A
RWT,Redwood Trust Inc.,9.68,1085.03,N/A,N/A,N/A
RY,Royal Bank of Canada,87.91,125049.61,N/A,N/A,N/A
RYFL,Royal Financial Inc,15.35,39.38,N/A,N/A,N/A
RYSMF,Royal Standard Minerals Inc,0.08,0.12,N/A,N/A,N/A
RYTTF,Royalty North Partners Ltd,0.28,3.87,N/A,N/A,N/A
SABK,South Atlantic Bancshares Inc,11.37,85.38,N/A,N/A,N/A
SACH,Sachem Capital Corp,4.65,102.85,N/A,N/A,N/A
SAFT,Safety Insurance Group Inc,77.78,1158.43,N/A,N/A,N/A
SAL,Salisbury Bancorp Inc,41.21,117.17,N/A,N/A,N/A
SAMG,Silvercrest Asset Management Group Inc,14.23,135.82,N/A,N/A,N/A
SAN,Banco Santander SA,3.53,61181.43,N/A,N/A,N/A
SAR,Saratoga Investment Corp,23.14,258.47,N/A,N/A,N/A
SASR,Sandy Spring Bancorp Inc,37.84,1780.63,N/A,N/A,N/A
SAXPY,Sampo PLC,22.27,24684.14,N/A,N/A,N/A
SBBI,SBCP Bancorp Inc,64.25,61.87,N/A,N/A,N/A
SBCF,Seacoast Banking Corp of Florida,36,1988.75,N/A,N/A,N/A
SBFG,SB Financial Group Inc,18.75,138.23,N/A,N/A,N/A
SBKFF,State Bank of India,53.73,47952.77,N/A,N/A,N/A
SBKK,Suncrest Bank,11.2,137.09,N/A,N/A,N/A
SBKO,Summit Bank Group Inc,13,78.08,N/A,N/A,N/A
SBNY,Signature Bank,217.15,11631.55,N/A,N/A,N/A
SBR,Sabine Royalty Trust,34.14,497.74,N/A,N/A,N/A
SBRCY,Sberbank of Russia OJSC,14.68,78880.01,N/A,N/A,N/A
SBSI,Southside Bancshares Inc,34.9,1149.99,N/A,N/A,N/A
SBT,Sterling Bancorp Inc,4.91,245.41,N/A,N/A,N/A
SC,Santander Consumer USA Holdings Inc,26.15,8004.31,N/A,N/A,N/A
SCBFF,Standard Chartered PLC,7.01,22065.06,N/A,N/A,N/A
SCGLY,Societe Generale Group,4.89,20796.16,N/A,N/A,N/A
SCHW,Schwab (Charles) Corp,62.95,81168.96,N/A,N/A,N/A
SCM,Stellus Capital Investment Corp,11.74,228.77,N/A,N/A,N/A
SCRYY,Scor SE,3.44,6401.62,N/A,N/A,N/A
SCSG,Southcrest Financial Group Inc,8.45,66.05,N/A,N/A,N/A
SCU,Sculptor Capital Management Inc,25.12,566.64,N/A,N/A,N/A
SCYT,Security Bancorp Inc Tenn,52.5,20.21,N/A,N/A,N/A
SCZC,Santa Cruz County Bank,45.5,175.28,N/A,N/A,N/A
SDTTU,SandRidge Mississippian Trust I,0.22,6.07,N/A,N/A,N/A
SEBC,Southeastern Banking Corp,18.95,59.29,N/A,N/A,N/A
SEIC,SEI Investments Co,57.68,8271.08,N/A,N/A,N/A
SF,Stifel Financial Corp.,60.58,6248.77,N/A,N/A,N/A
SFBC,Sound Financial Bancorp Inc,34,88.16,N/A,N/A,N/A
SFBS,ServisFirst Bancshares Inc,48.06,2592.54,N/A,N/A,N/A
SFDL,Security Federal Corp,30,97.59,N/A,N/A,N/A
SFE,Safeguard Scientifics Inc.,7.51,156.09,N/A,N/A,N/A
SFNC,Simmons First National Corp,28.69,3100.75,N/A,N/A,N/A
SFST,Southern First Bankshares Inc,43.63,339.14,N/A,N/A,N/A
SFT,Shift Technologies Inc,9.98,206.12,N/A,N/A,N/A
SG,Sirius International Insurance Group Ltd,12.5,1441.24,N/A,N/A,N/A
SGBLY,Standard Bank Group Ltd,9.18,14605.28,N/A,N/A,N/A
SGCFF,Sagicor Financial Corp,4.72,692.73,N/A,N/A,N/A
SGOC,SGOCO Group Ltd,2.45,246.47,N/A,N/A,N/A
SHBI,Shore Bancshares Inc,14.72,173.45,N/A,N/A,N/A
SHG,Shinhan Financial Group Co Ltd,29.27,15118.63,N/A,N/A,N/A
SHZUY,Shizuoka Bank Ltd,75.94,4359.4,N/A,N/A,N/A
SI,Silvergate Capital Corp,162.41,3035.6,N/A,N/A,N/A
SIEB,Siebert Financial Corp.,5.17,158.48,N/A,N/A,N/A
SIGI,Selective Insurance Group Inc,68.39,4096.96,N/A,N/A,N/A
SII,Sprott Inc,34.04,833.97,N/A,N/A,N/A
SIVB,SVB Financial Group,536.73,27850.09,N/A,N/A,N/A
SIZYF,Major Precious Metals,0.23,27.16,N/A,N/A,N/A
SJT,San Juan Basin Royalty Trust,4.4,205.08,N/A,N/A,N/A
SKLZ,Skillz Inc,32.29,2785.01,N/A,N/A,N/A
SKMT,Chengda Technology Co Ltd,3,30.61,N/A,N/A,N/A
SLCT,Select Bancorp Inc,10.43,182.6,N/A,N/A,N/A
SLF,Sun Life Financial Inc,50.16,29348.61,N/A,N/A,N/A
SLLDY,Sanlam Ltd,8.45,8737.81,N/A,N/A,N/A
SLM,SLM Corp,15.1,5667.03,N/A,N/A,N/A
SLQT,SelectQuote Inc,30.01,4884.85,N/A,N/A,N/A
SLRC,Solar Capital Ltd,19.13,808.45,N/A,N/A,N/A
SLRK,Solera National Bancorp Inc,11.8,47.96,N/A,N/A,N/A
SLXXF,Fintech Select Ltd,0.15,10.4,N/A,N/A,N/A
SMBC,Southern Missouri Bancorp Inc,35.66,322.2,N/A,N/A,N/A
SMBK,SmartFinancial Inc,21.37,322.84,N/A,N/A,N/A
SMFG,Sumitomo Mitsui Financial Group Inc,7.19,49267,N/A,N/A,N/A
SMMF,Summit Financial Group Inc,22.53,291.58,N/A,N/A,N/A
SMUUY,Siam Commercial Bank Public Co Ltd,13.22,11230.08,N/A,N/A,N/A
SNEX,Stonex Group Inc,59.64,1169.22,N/A,N/A,N/A
SNFCA,Security National Financial Corp,9.07,171.6,N/A,N/A,N/A
SNMCY,Suncorp Group Ltd,7.69,9847.83,N/A,N/A,N/A
SNV,Synovus Financial Corp.,42.97,6361.26,N/A,N/A,N/A
SOHI,Sortis Holdings Inc,0.92,9.77,N/A,N/A,N/A
SOMC,Southern Michigan Bancorp Inc,33.35,76.75,N/A,N/A,N/A
SOME,Somerset Trust Holding Co,41,102.91,N/A,N/A,N/A
SONA,Southern National Bancorp of Virginia Inc,13.67,333.12,N/A,N/A,N/A
SOWG,Sow Good Inc,6.35,10.16,N/A,N/A,N/A
SPFI,South Plains Financial Inc,19.68,355.74,N/A,N/A,N/A
SPOI,SPO Networks Inc,0,16.62,N/A,N/A,N/A
SPXCY,Singapore Exchange Ltd,112.47,8026.28,N/A,N/A,N/A
SQ,Square Inc,268.08,120018.12,N/A,N/A,N/A
SQCF,Susquehanna Community Financial Inc,17.99,52.73,N/A,N/A,N/A
SRBT,Shanrong Biotechnology Corp,0.05,0.15,N/A,N/A,N/A
SRCE,1st Source Corp,44.45,1128.55,N/A,N/A,N/A
SRL,Scully Royalty Ltd,8.78,110.23,N/A,N/A,N/A
SRNN,Southern Banc Co Inc.(The),7.1,5.4,N/A,N/A,N/A
SROYF,Sailfish Royalty Corp,0.89,67.33,N/A,N/A,N/A
SRYB,Surrey Bancorp,11.85,49.72,N/A,N/A,N/A
SSB,South State Corp,83.31,5912.8,N/A,N/A,N/A
SSBI,Summit State Bank,15.65,94.99,N/A,N/A,N/A
SSBP,SSB Bancorp Inc,8.75,19.15,N/A,N/A,N/A
SSREY,"Schweizerische Rueckversicherungs-Gesellschaft, Zuerich",23.26,27044.86,N/A,N/A,N/A
SSSS,Suro Capital Corp,13.81,280.13,N/A,N/A,N/A
STBA,S&T Bancorp Inc,28.98,1138.86,N/A,N/A,N/A
STBI,Sturgis Bancorp Inc,18.7,39.71,N/A,N/A,N/A
STC,Stewart Information Services Corp,53.53,1430.75,N/A,N/A,N/A
STEP,StepStone Group Inc,34.08,3231.34,N/A,N/A,N/A
STFC,State Auto Financial Corp,17.4,762.12,N/A,N/A,N/A
STL,Sterling Bancorp,21.65,4176.79,N/A,N/A,N/A
STLY,HG Holdings Inc,0.58,19.98,N/A,N/A,N/A
STND,Standard AVB Financial Corp,32.67,155.97,N/A,N/A,N/A
STNE,StoneCo Ltd,87.56,27031.88,N/A,N/A,N/A
STT,State Street Corporation,73.54,25971.11,N/A,N/A,N/A
STWD,Starwood Property Trust Inc,22.49,6402.49,N/A,N/A,N/A
STXB,Spirit of Texas Bancshares Inc,20.26,346.08,N/A,N/A,N/A
STXMF,Starrex International Ltd,0.8,12.44,N/A,N/A,N/A
SUND,Sundance Strategies Inc,4.4,176.48,N/A,N/A,N/A
SUNS,Solar Senior Capital Ltd,14.89,238.97,N/A,N/A,N/A
SUPV,Grupo Supervielle SA,2.12,167.47,N/A,N/A,N/A
SUTNY,Sumitomo Mitsui Trust Holdings Inc,3.44,12876.83,N/A,N/A,N/A
SVBI,Severn Bancorp Inc,8.19,104.87,N/A,N/A,N/A
